price,ad_title,href,location,square_meter,owner,real_estate_firm,id,img_href
"2 490 000,-","To-roms endeleilegheit  i 2. etasje, i s - Fin, to-roms leilegheit på Vie | 2.etasje og fremste rekkje | God planløysing | Gode soltilhøve | Garasje",https://www.finn.no/realestate/homes/ad.html?finnkode=132537144,"Gardsstølsvegen 10, Førde",51 m²,Eier (Selveier),EIGEDOMSMEKLING SOGN OG FJORDANE AS,132537144,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/537/144_2071678608.jpg
"5 190 000,-",Våler - Stor nyere og moderne enebolig i Våler med utleiedel og garasje. Flott utsikt mot Glomma og rivieraen.,https://www.finn.no/realestate/homes/ad.html?finnkode=132537145,"Vålevegen 21, Våler i Solør",291 m²,Eier (Selveier),MEGLERHUSET INNLANDET AS,132537145,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/537/145_386225423.jpg
"1 350 000,-",Tjøme/Mølledammen - Tidsriktig og lekker andelsleilighet i 1.etasje. Deilig veranda med sen kveldssol. Garasjeplass,https://www.finn.no/realestate/homes/ad.html?finnkode=132537094,"Mølledammen 8, Tjøme",56 m²,Andel,Bakke Sørvik & Partners,132537094,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/537/094_910695626.jpg
"3 850 000,-","Ny bolig i 2019? Byggingen av store, flotte boliger på Svertingstad Gard er i gang!  1 solgt, kun 3 igjen!",https://www.finn.no/realestate/newbuildings/ad.html?finnkode=131217454&page=8,"Roald Amundsensgate 30 - 36., Bryne",118 m²,Eier (Selveier),DNB Eiendom AS,131217454,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/131/217/454_1656664058.jpg
"4 890 000,-","HOLMEN - Delikat 3(4)-roms selveier med stor balkong, gjennomgående god standard, heis, parkering og attraktiv beliggenhet.",https://www.finn.no/realestate/homes/ad.html?finnkode=132399278,"Stasjonsveien 57, Oslo, Røa",71 m²,Eier (Selveier),DNB Eiendom AS,132399278,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/399/278_1391683858.jpg
"6 100 000,-",Godlia / Oppsal - Idyllisk beliggende familiebolig i trafikkstille og barnevennlige omgivelser. Gangavstand til off. komm og turmuligheter,https://www.finn.no/realestate/homes/ad.html?finnkode=130072430,"Terrasseveien 6B, Oslo, Østensjø",99 m²,Eier (Selveier),DNB Eiendom AS,130072430,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/130/072/430_1915149768.jpg
"2 990 000,-","Løvstakken - Rekkehus over tre etasjer med terrasse, hage og fantastisk utsikt!",https://www.finn.no/realestate/homes/ad.html?finnkode=132536935,"Grønnlien 5 B, Bergen",90 m²,Eier (Selveier),Ditt Sted Eiendomsmegling,132536935,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/536/935_1655002011.jpg
"1 250 000,-",Omsundet - Visning Torsdag 01.11 KL 19.15-19.45! Nyoppusset 2-roms leilighet med enkel adkomst i 1.etasje!,https://www.finn.no/realestate/homes/ad.html?finnkode=125594939,"Sæterhaugen 28, Frei",54 m²,Eier (Selveier),KBBL Eiendomsmegling,125594939,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/9/125/594/939_2034500329.jpg
"11 700 000,-",ST. HANSHAUGEN - Påkostet og nyere oppusset 5-roms selveier med gjennomgående høy standard!  3 soverom - 2 bad og vaskerom - balkong - ga,https://www.finn.no/realestate/homes/ad.html?finnkode=127264055,"Hallings gate 2, Oslo, St.Hanshaugen - Ullevål",164 m²,Eier (Selveier),Nordvik Frogner,127264055,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/02/5/127/264/055_261111.jpg
"1 200 000,-",Vikersund - Lettstelt leilighet på bakkeplan med alt på en flate for alle over 55 år. Solrikt og gangavstand til sentrum.,https://www.finn.no/realestate/homes/ad.html?finnkode=132536810,"Røyskattbakken 1 A, Vikersund",60 m²,Andel,EiendomsMegler 1 Modum,132536810,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/536/810_641704116.jpg
"2 490 000,-",Hafslundsøy - Hafslundsøy. Nyrenovert bolig nær barneskole og friområder. ,https://www.finn.no/realestate/homes/ad.html?finnkode=132536667,"Hagastuveien 66, Hafslundsøy",112 m²,Eier (Selveier),EiendomsMegler 1 Sarpsborg,132536667,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/536/667_1107560307.jpg
"1 290 000,-",Romslig 2 - roms andelsleilighet i Åsane,https://www.finn.no/realestate/homes/ad.html?finnkode=132536704,"Grågåsveien 47A, Kristiansand S",50 m²,Andel,"Sørmegleren AS, avd. Vest",132536704,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/536/704_507960840.jpg
"5 200 000,-",Ås :: Innholdsrik 1/2 part av tomannsbolig over 2 plan :: Meget fin og solrik hage :: 2 bad + vaskerom,https://www.finn.no/realestate/homes/ad.html?finnkode=132536575,"Von Øtkens vei 52 B, Ås",144 m²,Eier (Selveier),Attentus Eiendomsmegling,132536575,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/536/575_1543001761.jpg
"4 990 000,-",KONNERUD - Stor attraktiv enebolig - super beliggenhet i populært boligområde - sol - utsikt - dobbelt garasje,https://www.finn.no/realestate/homes/ad.html?finnkode=132466578,"Gomperudgata 7, Drammen",181 m²,Eier (Selveier),Eiendomsmegler Dahl AS,132466578,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/466/578_1547869940.jpg
"7 950 000,-",KJØITA - Praktfull og romslig toppleilighet med førsteklasses beliggenhet og `en utsikt å bli glad i` ! Heis - P-plass.,https://www.finn.no/realestate/homes/ad.html?finnkode=132536294,"Kjøita 24, Kristiansand S",114 m²,Eier (Selveier),"Sørmegleren AS, avd. Sentrum",132536294,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/536/294_1566605679.jpg
"2 190 000,-",Tinnheia - Praktisk enderekkehus med flott utsikt mot innseilinga og Kvadraturen - Frittliggende garasje - Barnevennlig,https://www.finn.no/realestate/homes/ad.html?finnkode=132536298,"Gullveien 4, Kristiansand S",105 m²,Eier (Selveier),"Sørmegleren AS, avd. Sentrum",132536298,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/536/298_1170497523.jpg
"5 200 000,-","Velholdt og innholdsrik enebolig med blant annet 4 soverom, 2 bad, flott kjøkken og dobbel garasje",https://www.finn.no/realestate/homes/ad.html?finnkode=132536172,"Lensbergløkka 6, Horten",205 m²,Eier (Selveier),PrivatMegleren Horten,132536172,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/536/172_1274789300.jpg
"2 790 000,-","ULSTEINVIK/ERTESVÅG - Frittliggende enebolig med 4 (5) soverom, fin og skjermet beliggenhet og nydelig utsikt",https://www.finn.no/realestate/homes/ad.html?finnkode=132536205,"Dimnøyvegen 684, Ulsteinvik",188 m²,Eier (Selveier),Notar Søre Sunnmøre,132536205,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/536/205_1437998315.jpg
"4 800 000 - 4 950 000,-",Mathopen/ Hillerhøyden. Kun 2 ledig. Selveierleiligheter med god beliggenhet.,https://www.finn.no/realestate/newbuildings/ad.html?finnkode=90084727&page=8,"Torvmyra. Byggetrinn 3, Mathopen",105 m²,Eier (Selveier),Fana Sparebank Eiendom,90084727,https://images.finncdn.no/dynamic/480w/2018/9/vertical-2/28/7/900/847/27_489731201.jpg
"2 095 000,-",Sentrum - Sjarmerende enebolig med solrik veranda og koselig bakgård!,https://www.finn.no/realestate/homes/ad.html?finnkode=132536164,"JOHNSTONS GATE 6, Mandal",110 m²,Eier (Selveier),Exbo Sørlandet AS,132536164,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/536/164_93501780.jpg
"2 950 000,-","Madlatuå - Selveierleilighet med 2 soverom, god standard og utsikt - Garasje - Luftig og fritt på høyden av Madlatuå.",https://www.finn.no/realestate/homes/ad.html?finnkode=128649996,"Grenaderveien 2 B, Hafrsfjord",83 m²,Eier (Selveier),EiendomsMegler 1 Madla,128649996,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/128/649/996_341280969.jpg
"3 090 000,-",Grødem/Dusavik - Grødem/Dusavik -  Kjekk familiebolig med 3 soverom. Enderekkehus i blindvei. Parkering i lukket anlegg.,https://www.finn.no/realestate/homes/ad.html?finnkode=121030802,"Grødemveien 59c, Stavanger",91 m²,Eier (Selveier),EiendomsMegler 1 Madla,121030802,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/121/030/802_405912039.jpg
"2 700 000,-","LIER / HASKOLL - Lekker og stilren 3-roms leilighet, med balkong",https://www.finn.no/realestate/homes/ad.html?finnkode=132535723,"Haskollveien 24D, Lier",80 m²,Andel,PROPR AS,132535723,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/535/723_1567175712.jpg
"1 250 000,-",Visning lørdag 03.11.18 kl 14.00 og Mandag 05.11.18 kl 17.30 ,https://www.finn.no/realestate/homes/ad.html?finnkode=132534497,"Myrveien 1A Leil. H0201, Fauske",62 m²,Andel,Aeiendom,132534497,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/534/497_946534302.jpg
"9 900 000,-",Fjellhamar - Eldre enebolig (tidl. tomannsbolig) på stor tomt (1813 kvm) i meget populært boligområde. Gode utviklingsmuligheter.,https://www.finn.no/realestate/homes/ad.html?finnkode=132536022,"Fjellveien 68, Lørenskog",193 m²,Eier (Selveier),PrivatMegleren Strømmen,132536022,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/536/022_1958637429.jpg
"3 500 000,-","Fjell/Tellnes - Innholdsrik enebolig i idylliske og barnevennlige omgivelser. 3 soverom, 2 bad, garasje og stor tomt!",https://www.finn.no/realestate/homes/ad.html?finnkode=125692298,"Søre Fjellavegen 445, Fjell",146 m²,Eier (Selveier),Ditt Sted Eiendomsmegling,125692298,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/125/692/298_887075145.jpg
"2 490 000,-",Lørenskog/Skårer - Pen og gjennomgående 3-roms med balkong i 8.etasje med utsikt. Parkering i garasje.,https://www.finn.no/realestate/homes/ad.html?finnkode=132520010,"Skåreråsen 16, Lørenskog",73 m²,Andel,DNB Eiendom AS,132520010,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/520/010_1908905390.jpg
"2 950 000,-",VIKERSUND - Enebolig på stor tomt med landlig og solrik beliggenhet.,https://www.finn.no/realestate/homes/ad.html?finnkode=131205760,"Drolsumveien 183, Vikersund",187 m²,Eier (Selveier),Dialog Eiendomsmegling AS avd Øvre Eiker,131205760,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/131/205/760_137082467.jpg
"3 200 000,-",Grünerløkka - GRÜNERLØKKA V/BIRKELUNDEN: Lekker 2-roms selveier. Stukkatur og rosett. Nyoppusset i 2018. Meget usjenert.,https://www.finn.no/realestate/homes/ad.html?finnkode=132381226,"Falsens gate 20 A, Oslo, Grünerløkka - Sofienberg",29 m²,Eier (Selveier),BN Bolig AS,132381226,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/381/226_371488573.jpg
"4 600 000,-","Høybråten - Påkostet, nyoppusset andelsrekkehus over to plan med nydelig uteplass på 51 kvm. Super intern beliggenhet og garasje.",https://www.finn.no/realestate/homes/ad.html?finnkode=132535580,"Karl Andersens vei 53, Oslo, Furuset",108 m²,Andel,PrivatMegleren Lillestrøm,132535580,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/535/580_1364160733.jpg
"7 900 000,-",Paradis - Ny flott leilighet med 3 soverom og 2 bad. Kort vei til Bybanen.,https://www.finn.no/realestate/newbuildings/ad.html?finnkode=132493303&page=9,"Statsminister Michelsens veg 65A, Paradis",120 m²,Eier (Selveier),Eiendomsmegler Vest,132493303,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/25/3/132/493/303_1967618294.jpg
"3 000 000,-",Skare - Odda - Fin enebolig over 2 plan med garasje.,https://www.finn.no/realestate/homes/ad.html?finnkode=132535570,"Tjøreskarv 6, Skare",163 m²,Eier (Selveier),Eiendomsmegler Vest  Haugesund,132535570,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/535/570_1434387485.jpg
"5 700 000,-","Undelstad - Enderekkehus med stor hage og to parkeringsplasser. Gangavstand til Asker sentrum, barnehage og skole. God standard.",https://www.finn.no/realestate/homes/ad.html?finnkode=132535603,"Undelstad Terrasse 37D, Asker",121 m²,Eier (Selveier),Proaktiv Bolig og Prosjektmegling,132535603,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/535/603_1132537655.jpg
"1 890 000,-",Bråvann- Flott del av tomannsbolig over 2 etasjer. Fine solrike uteplasser og garasje.,https://www.finn.no/realestate/homes/ad.html?finnkode=132535433,"Bråvann platå 49A, Kristiansand S",141 m²,Andel,"Sørmegleren AS, avd. Sentrum",132535433,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/535/433_841366057.jpg
"7 650 000,-",Lillestrøm - Lundkvartalet-Lillestrøm. 4 r hjørneleilighet. Heis/ garasje*. 107 kvm. Sydvestvendt balkong. Felles takterrasse.,https://www.finn.no/realestate/homes/ad.html?finnkode=132535402,"Storgata 43. leilighet B1-404, Lillestrøm",102 m²,Eier (Selveier),PROA Eiendomsmegling  Lillestrøm,132535402,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/535/402_1800697364.jpg
"2 790 000,-",Tangvall - Stor 3-roms leilighet med hems - Overbygget balkong - Garasjeplass - Heis i bygget - Ingen dokumentavgift,https://www.finn.no/realestate/homes/ad.html?finnkode=132535416,"Rådhusveien 47, Søgne",91 m²,Andel,"Sørmegleren AS, avd. Sentrum",132535416,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/535/416_1867564048.jpg
"3 150 000,-",BRATTHOLMEN - Moderne 4-roms toppleilighet med gangavstand til Sartor. Parkering i garasje med el-bil ladestasjon.,https://www.finn.no/realestate/homes/ad.html?finnkode=132535417,"Kubbedalen 35, Brattholmen",89 m²,Eier (Selveier),PrivatMegleren Syd,132535417,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/535/417_1580494034.jpg
"3 150 000,-",Kirkenes sentrum - Kirkenes sentrum - Moderne rekkehusleilighet med nydelig sjøutsikt ,https://www.finn.no/realestate/homes/ad.html?finnkode=132535395,"Sjøgata 21 B, Kirkenes",103 m²,Eier (Selveier),EiendomsMegler 1 Kirkenes,132535395,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/535/395_1912987050.jpg
"1 630 000,-",Kårvåg - Visning tirsdag 6/11 kl 16:30 - 1/2 part tomannsbolig med sentral beliggenhet på Kårvåg. ,https://www.finn.no/realestate/homes/ad.html?finnkode=132535244,"Haugaveien 4 A, Averøy",105 m²,Eier (Selveier),EiendomsMegler 1 avd. Kristiansund,132535244,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/535/244_1680172198.jpg
"2 300 000,-",Leilighet med 2 soverom og flott utsikt,https://www.finn.no/realestate/homes/ad.html?finnkode=132535222,"Vikesågata 52, Vikeså",77 m²,Eier (Selveier),DNB Eiendom AS,132535222,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/535/222_719887759.jpg
"2 990 000,-",MOA - Toppleilighet med balkong og flott utsikt | Heis og Parkering | Fjernvarme | Sentralt på Moa | Virtuell visning,https://www.finn.no/realestate/homes/ad.html?finnkode=132520638,"Øvrevollen 1, Ålesund",63 m²,Eier (Selveier),Notar Ålesund,132520638,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/520/638_1334232470.jpg
"2 550 000,-",Nannestad sentrum - Koselig leilighet i 3 etasje med solrik balkong og heis midt i sentrum! Varmtvann/fyring inkludert i fellesutgiftene.,https://www.finn.no/realestate/homes/ad.html?finnkode=132535110,"Ekervegen 5D, Nannestad",65 m²,Eier (Selveier),DNB Eiendom AS,132535110,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/535/110_105994991.jpg
"2 100 000,-","Innholdsrik og romslig 3-roms leilighet i 1.etg med både utsikt, gode solforhold og garasjeplass.",https://www.finn.no/realestate/homes/ad.html?finnkode=132535091,"Bergfrueveien 4B, Rolvsøy",95 m²,Andel,DNB Eiendom AS,132535091,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/535/091_1435003079.jpg
"2 750 000,-","Stor og lekker 2-roms på 63 kvm, gjennomgående oppusset i 2018. Innglasset veranda og meget sentral beliggenhet.",https://www.finn.no/realestate/homes/ad.html?finnkode=132394326,"Lundsalleen 28C, Lillestrøm",53 m²,Andel,DNB Eiendom AS,132394326,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/24/6/132/394/326_1072656219.jpg
"2 550 000,-",Eldre 3-roms med moderniseringsbehov. Praktisk beliggenhet i 2. etasje med solrik balkong. Arealeffektiv planløsning.,https://www.finn.no/realestate/homes/ad.html?finnkode=132523036,"Stalsberg terrasse 16, Strømmen",71 m²,Andel,DNB Eiendom AS,132523036,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/523/036_1454085854.jpg
"2 500 000,-","RE/HAUGAN- Innholdsrik enebolig med oppussingsbehov og bl.a. 5 soverom, stor usjenert tomt og garasje.",https://www.finn.no/realestate/homes/ad.html?finnkode=132534977,"Hauganveien 246, Undrumsdal",148 m²,Eier (Selveier),EiendomsMegler 1,132534977,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/534/977_868996778.jpg
"3 500 000,-",Ask - Flott og innholdsrik enebolig i idylliske omgivelser. Solrikt og nydelig utsikt. Del av bolig har vært utleid for 8000kr,https://www.finn.no/realestate/homes/ad.html?finnkode=132535001,"Askvegen 641, Ask",179 m²,Eier (Selveier),EiendomsMegler 1 Askøy,132535001,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/535/001_1057327907.jpg
"4 850 000,-","VISN 1. NOV - SØM - Enebolig med sjøutsikt. Dobbel garasje. Eiet tomt 1,2 mål",https://www.finn.no/realestate/homes/ad.html?finnkode=128118448,"Vardåsveien 95, Kristiansand S",183 m²,Eier (Selveier),Exbo Sørlandet AS,128118448,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/128/118/448_1694619741.jpg
"4 100 000,-",Granlia - Enebolig på romslig tomt med utsikt og barnevennlig beliggenhet,https://www.finn.no/realestate/homes/ad.html?finnkode=132534862,"Solbakken 19, Molde",176 m²,Eier (Selveier),Møre Eiendomsmegling AS Avd Molde,132534862,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/534/862_643689695.jpg
"4 380 000,-","Tomter- Innholdsrik og velholdt enebolig med 5 soverom, 3 stuer, garasje, stor hage og meget barnevennlig beliggenhet.",https://www.finn.no/realestate/homes/ad.html?finnkode=132534885,"Symreveien 23, Tomter",214 m²,Eier (Selveier),PrivatMegleren Kvadrat,132534885,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/534/885_1935203891.jpg
"1 950 000,-","Slåttevik - Lekker, oppgradert bolig med flott utsikt mot sjøen, i populært område.",https://www.finn.no/realestate/homes/ad.html?finnkode=126097844,"Melkevikvegen 3, Tysværvåg",68 m²,Eier (Selveier),DNB Eiendom AS,126097844,https://images.finncdn.no/dynamic/480w/2018/8/vertical-2/09/4/126/097/844_1755815778.jpg
"3 500 000,-",Stor skogseiendom med jakt- og fiskerett. Påkostede og vedlikeholdte bygg.,https://www.finn.no/realestate/homes/ad.html?finnkode=132534750,"Lårdalsvegen 18 C, Høydalsmo","3 500 000,-",Eier (Selveier),Aktiv Bø,132534750,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/0/132/534/750_80451871.jpg
"2 990 000,-",Moster - Nydelig enebolig med stor tomt og epletre i hagen,https://www.finn.no/realestate/homes/ad.html?finnkode=132534704,"Serklauvvegen 10, Mosterhamn",104 m²,Eier (Selveier),DNB Eiendom AS,132534704,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/534/704_1299612515.jpg
"2 000 000,-","Jaren - Oppussingsobjekt på fin utsiktstomt, etablert på Jaren. Enkel garasje med uthusdel - opparbeidet tomt",https://www.finn.no/realestate/homes/ad.html?finnkode=132534696,"Haugsbratta 7, Jaren",170 m²,Eier (Selveier),EiendomsMegler 1 Hadeland,132534696,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/6/132/534/696_187746981.jpg
"2 500 000,-","MOELV - Enebolig i 3 etasjer, sentralt beliggende, med gangavstand til sentrum, Moskogen og Mjøsa.",https://www.finn.no/realestate/homes/ad.html?finnkode=132534625,"Bekkedalsvegen 3, Moelv",148 m²,Eier (Selveier),DNB Eiendom AS,132534625,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/5/132/534/625_1977399362.jpg
"1 590 000,-","Flott leilighet i 1.etg i rolige omgivelser på Torvestad | 2. soverom, parkering og stor terrasse.",https://www.finn.no/realestate/homes/ad.html?finnkode=132534527,"Bjørgevegen 119A, Torvastad",68 m²,Eier (Selveier),Eiendomsmegler Vest  Haugesund,132534527,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/7/132/534/527_1392048491.jpg
"4 390 000,-",Sverresli - Nydelig leilighet i omfattende rehabilitert tomannsbolig. Storslagen utsikt og høy standard!,https://www.finn.no/realestate/homes/ad.html?finnkode=132528679,"Sverdrups vei 49, snr. 1, Trondheim",87 m²,Eier (Selveier),Meglerhuset Nylander,132528679,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/9/132/528/679_102254431.jpg
"2 150 000,-",LANDÅS - 3-roms med meget sentral beliggenhet. Solrik altan. Sentralvarme A- konto. ,https://www.finn.no/realestate/homes/ad.html?finnkode=132534554,"Nattlandsveien 100F, Bergen",65 m²,Andel,EiendomsMegler 1 Åsane,132534554,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/534/554_777326064.jpg
"2 280 000,-",Horten - nydelig eiendom beliggende sentralt i sentrum - skjermet og solfylt hage - kjk fra 2014 - terrasse og uthus,https://www.finn.no/realestate/homes/ad.html?finnkode=132534523,"Rustadgata 14, Horten",88 m²,Eier (Selveier),Eie Eiendomsmegling Horten,132534523,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/534/523_918110545.jpg
"1 950 000,-",Helmers Hus - Attraktiv 3-r. andelsleil med flott sjøutsikt ,https://www.finn.no/realestate/homes/ad.html?finnkode=132472608,"Vesterled 23 B A-39, Grimstad",68 m²,Andel,EiendomsMegler 1 Aust-Agder,132472608,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/8/132/472/608_1713271968.jpg
"4 950 000,-","Nøtterøy/Valhalla - Nydelig, velholdt eiendom med nærhet til skole, sentrum og Teieskogen!",https://www.finn.no/realestate/homes/ad.html?finnkode=132534381,"Balders vei 2, Nøtterøy",199 m²,Eier (Selveier),Bakke Sørvik & Partners,132534381,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/1/132/534/381_690557485.jpg
"3 562 000,-",HØYSKOLEPARKEN - Sjarmerende leilighet i attraktivt område nært sentrum. Like ved NTNU. Lave fellesutgifter. ,https://www.finn.no/realestate/homes/ad.html?finnkode=122582329,"Klæbuveien 48, Trondheim",91 m²,Andel,EiendomsMegler 1 avd. Trondheim Sentrum,122582329,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/9/122/582/329_1140347122.jpg
"5 225 000,-","Øvre Frydendal - Asker - Leilighet over 2 plan i 4-mannsbolig. Her får man fin utsikt og gode solforhold med egen ""oase"" ved inngangspartiet!",https://www.finn.no/realestate/homes/ad.html?finnkode=130221482,"Øvre Frydendal 16 A, Asker",109 m²,Eier (Selveier),DNB Eiendom AS,130221482,https://images.finncdn.no/dynamic/480w/2018/9/vertical-2/27/2/130/221/482_1102207744.jpg
"2 200 000,-","Tønsberg/Teglhagen - Snerten og sentralt beliggende leilighet med stor markterrasse på 19 kvm, stort soverom og en ekstr",https://www.finn.no/realestate/homes/ad.html?finnkode=128645729,"Teglhageveien 25, Tønsberg",43 m²,Eier (Selveier),PrivatMegleren Tønsberg,128645729,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/9/128/645/729_1418045435.jpg
"3 800 000,-","Enebakkneset: Idyllisk og innholdsrikt småbruk m/ca 35 mål tomt, stor tomannsbolig, stall og ridebane. Oppussingsobjekt.",https://www.finn.no/realestate/homes/ad.html?finnkode=132534134,"Fetveien 2364, Enebakkneset",361 m²,Eier (Selveier),PrivatMegleren Lillestrøm,132534134,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/534/134_1489846797.jpg
"2 200 000,-",Tønsberg - Heimdal - Lys og innholdsrik leilighet i 1.etasje med to soverom med sentral og populær beliggenhet,https://www.finn.no/realestate/homes/ad.html?finnkode=132534093,"Halfdan Wilhelmsens alle 33, Tønsberg",85 m²,Andel,OBOS eiendomsmeglere - Tønsberg,132534093,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/3/132/534/093_1545867515.jpg
"2 300 000,-",Vasstranda - Sjelden mulighet! Enebolig med stor tomt like ved Brusdalsvannet,https://www.finn.no/realestate/homes/ad.html?finnkode=132518854,"Vasstrandvegen 291, Ålesund",134 m²,Eier (Selveier),Notar Moa,132518854,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/518/854_18236591.jpg
"1 390 000,-",NY PRIS - VISN. 06.11! Ikornnes - Prisgunstig enebolig med strandlinje og flott utsikt!,https://www.finn.no/realestate/homes/ad.html?finnkode=129644584,"Davnesvegen 27, Ikornnes",108 m²,Eier (Selveier),Aursnes & Partners Eiendomsmegling,129644584,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/129/644/584_1529377058.jpg
"6 990 000,-","Moholt/Angelltrøa - Hel tomannsbolig med potensiell leieinntekt på 500 000,- 2 innganger. 3 bad og 3 kjøkken. Uinnredet loft. Dobbelgarasje.",https://www.finn.no/realestate/homes/ad.html?finnkode=132533934,"Åsvangvegen 14, Trondheim",228 m²,Eier (Selveier),PrivatMegleren Benum & Johansen,132533934,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/4/132/533/934_1976610300.jpg
"1 035 000,-",Visning 01/11 - VOIEBYEN - Flott 2-roms andelsleilighet med innglasset balkong - Nærhet til flotte turområder.,https://www.finn.no/realestate/homes/ad.html?finnkode=117980489,"Skuteveien 3 C, Kristiansand S",38 m²,Andel,Exbo Sørlandet AS,117980489,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/9/117/980/489_871912493.jpg
"3 950 000,-","Krokemoa - - Nyoppusset hel tomannsbolig med, stor hage og solrike terrasser. Sjelden mulighet!",https://www.finn.no/realestate/homes/ad.html?finnkode=130210286,"Krokemoveien 81, Sandefjord",130 m²,Eier (Selveier),DNB Eiendom AS,130210286,https://images.finncdn.no/dynamic/480w/2018/9/vertical-2/27/6/130/210/286_1981061022.jpg
"1 980 000,-","Jørstadmoen - Romslig enebolig med oppussingsbehov og stort potensial. Solrik, usjenert tomt på over to mål i landlige omgivelser.",https://www.finn.no/realestate/homes/ad.html?finnkode=132533572,"Prestmovegen 38, Fåberg",105 m²,Eier (Selveier),DNB Eiendom AS,132533572,https://images.finncdn.no/dynamic/480w/2018/10/vertical-2/26/2/132/533/572_1898012771.jpg
